,Tags,rata_disability_2013_presence,rata_disability_2013_type,rata_disability_2014_presence,rata_disability_2014_type,rata_disability_2015_presence,rata_disability_2015_type,rata_disability_2016_presence,rata_disability_2016_type,rata_disability_2017_presence,rata_disability_2017_type,rata_disability_2018_presence,rata_disability_2018_type,rata_disability_2021_presence,rata_disability_2021_type,rata_disability_current_expanded_full_presence,rata_disability_current_expanded_full_type,FROM_rata_disability_2013_TO_rata_disability_current_expanded_full_Action,FROM_rata_disability_2014_TO_rata_disability_current_expanded_full_Action,FROM_rata_disability_2015_TO_rata_disability_current_expanded_full_Action,FROM_rata_disability_2016_TO_rata_disability_current_expanded_full_Action,FROM_rata_disability_2017_TO_rata_disability_current_expanded_full_Action,FROM_rata_disability_2018_TO_rata_disability_current_expanded_full_Action,FROM_rata_disability_2021_TO_rata_disability_current_expanded_full_Action
4490,Blind Bellamy Blake_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
4491,Deaf Isak Valtersen,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
4492,blind xxc,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4493,invalidez,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4494,disability sex,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
4495,mention à des handicapes physiques,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4496,Mute Tyler Joseph,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,,,
4497,Everyone is Deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4498,Mute Akira Kurusu,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4499,Forced Muteness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4500,voiceless!Jaskier,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4501,Blind!Geralt,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4502,Midoriya Izuku is disabled,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4503,Blind Mickey,False,,False,,False,,True,canonical_tag,True,canonical_tag,False,,False,,True,synned_tag,addition,addition,addition,sinonized,sinonized,addition,addition
4504,Deaf!Alec,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4505,Non-Canon Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
4506,idk why but I love deaf bakugo,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4507,seletctive mute Six,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4508,Mute Persona 5 Protagonist,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
4509,Mostly mute!Bucky,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4510,Blind Liam,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,addition,,,,,,
4511,Blind Roy Mustang_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
4512,Mute Aziraphale (Good Omens)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
4513,Blind Jung Hoseok,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4514,Blind!Makoto,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4515,Deaf Castiel (Supernatural)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
4516,Deaf Levi Ackerman,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag,addition,addition,addition,addition,addition,addition,addition
4517,Blind Michael Clifford,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
4518,Half-Blind Ranboo,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4519,Disabled James T*d* Kirk,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag,addition,addition,addition,addition,addition,addition,addition
4520,disability slur,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
4521,Blind Erwin Smith_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
4522,Disabled Taako (The Adventure Zone),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
4523,Silent!Bendy,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4524,Blind Kara AU,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4525,Blind Izuku,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4526,Deaf! Character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4527,Dyslexic Toby Smith | Tubbo_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
4528,Deaf Feuilly (Les Misérables),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag,addition,addition,addition,addition,addition,addition,addition
4529,she's also mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4530,Disabled Ranboo (Video Blogging RPF)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
4531,Blind!John,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4532,Deaf Tubbo (Video Blogging RPF),False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4533,Deaf Tim Stoker (The Magnus Archives),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag,addition,addition,addition,addition,addition,addition,addition
4534,Deaf Marco Bott,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,addition,addition,,,,,
4535,Mute Sam Winchester (sort of),False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4536,Jeon Jungkook is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4537,mentions of muteness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4538,Blind Brian May,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
4539,Namjoon is deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4540,crowley is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4541,Disabled Wèi Wúxiàn,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4542,Blind Armitage Hux,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag,addition,addition,addition,addition,addition,addition,addition
4543,is the physical disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
4544,mild disability,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4545,being a fierce corpse is a legit fantasy-world disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
4546,and by the time i can get DISABILITY: C O N F I R M E D???,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
4547,Selectively Mute Hoseok,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4548,physical lasting injury,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4549,Blind Logan Sanders,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4550,Blind Harry Styles_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
4551,neurodivergence/disability/lgbt identities handled with care and experience,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
4552,depictions of sex with a disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
4553,Parially deaf Steve Rogers,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4554,Deaf Present Mic (mentioned),False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4555,Neo doesn't talk,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4556,Blind Kanan Jarrus,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,,,
4557,Deaf Jin,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4558,Intimacy and disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
4559,Blind! Soldier 76,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4560,永久性傷害,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4561,Lisiado,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4562,Mute Sleep | Remy Sanders,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
4563,Disabled Protagonists,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4564,Mute!Ren,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4565,Deaf Dick Grayson,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
4566,Blind Armitage Hux_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
4567,Mute Harry Styles_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
4568,blindboo,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4569,Disabled Kakyoin Noriaki,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
4570,Blind Anxiety | Virgil Sanders,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
4571,Disabled Marcy Wu_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
4572,Selectively Mute Guardian (Destiny)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
4573,Offensive Disability Language,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
4574,Deaf Roman Sanders,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4575,Blind Castiel (Supernatural)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
4576,Blind Frisk (Undertale),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
4577,Lena will always be blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4578,Deaf!Bakugo - Freeform,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4579,Blind Luke,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,True,synned_tag,addition,addition,addition,sinonized,sinonized,sinonized,addition
4580,"Selectively Mute Creativity | Roman ""Princey"" Sanders_synned_tags",False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
4581,Disability Gothic,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
4582,Louis cieco,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4583,lance is deaf but the team doesn't know,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4584,Mute Ashton Irwin,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,,,
4585,Blind Frisk (Undertale)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
4586,Deaf Ethan Green,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag,addition,addition,addition,addition,addition,addition,addition
4587,and Dyslexic,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4588,mute main character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4589,Im projecting my disability onto my comfort character,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
4590,deaf kim namjoon,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4591,Selectively Mute!Virgil,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4592,discussion about disability and cure,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
4593,Blind Tartaglia | Childe (Genshin Impact),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag,addition,addition,addition,addition,addition,addition,addition
4594,Some Disability Feels,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
4595,Disabled Harry Styles_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
4596,Selectively Mute Pyro (Team Fortress 2)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
4597,Blind Sasuke,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4598,Mute! Lance AU,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4599,zayn is selectively mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4600,Deaf Regulus,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4601,Mute!Lance (Voltron),False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4602,Mention of Injury Resulting in a Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
4603,Deaf Wilbur,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4604,Mute Akaashi Keiji,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
4605,disability discussed,False,,False,,False,,False,,False,,False,,True,synned_tag,True,synned_tag,addition,addition,addition,addition,addition,addition,
4606,Selective Mute Harry,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4607,disabled!yoongi,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4608,deaf!Katsuki,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4609,blind!obi,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
4610,Dean Can't Speak,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
